"Year","Location Description","Data Source","Topic Description","Measure Description","Response","Data Value Type","Data Value","Low Confidence Limit","High Confidence Limit","Sample Size","Gender","Age","Race","Education"
"2016","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.4","19.8","31.0","432","Overall","All Ages","African American","All Grades"
"2016","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.1","23.2","27.0","2953","Overall","Age 25 and Older","All Races","12th Grade"
"2016","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","32.6","27.8","37.4","534","Overall","Age 25 and Older","All Races","< 12th Grade"
"2016","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.5","11.6","13.4","7716","Overall","Age 20 and Older","All Races","> 12th Grade"
"2016","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.7","22.8","26.6","3081","Overall","Age 20 and Older","All Races","12th Grade"
"2016","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.4","9.6","15.2","665","Overall","18 to 24 Years","All Races","All Grades"
"2016","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","9.8","8.7","10.9","4049","Overall","65 Years and Older","All Races","All Grades"
"2016","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","31.6","27.0","36.2","558","Overall","Age 20 and Older","All Races","< 12th Grade"
"2016","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.8","17.3","20.3","4320","Overall","45 to 64 Years","All Races","All Grades"
"2016","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.2","20.3","24.1","2517","Overall","25 to 44 Years","All Races","All Grades"
"2016","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.7","17.3","20.1","5084","Male","All Ages","All Races","All Grades"
"2016","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.4","15.3","19.5","1620","Female","18 to 44 Years","All Races","All Grades"
"2016","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.7","14.5","16.9","6464","Female","All Ages","All Races","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.7","17.0","18.4","22055","Overall","All Ages","All Races","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.0","13.6","18.4","1345","Overall","All Ages","Hispanic","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.3","16.6","18.0","18745","Overall","All Ages","White","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","9.3","5.0","13.6","254","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","27.7","20.3","35.1","224","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.1","20.9","29.3","845","Overall","All Ages","African American","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.7","13.0","14.4","13906","Overall","Age 25 and Older","All Races","> 12th Grade"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.0","22.6","25.4","5489","Overall","Age 25 and Older","All Races","12th Grade"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","29.9","26.8","33.0","1303","Overall","Age 25 and Older","All Races","< 12th Grade"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.7","13.0","14.4","14537","Overall","Age 20 and Older","All Races","> 12th Grade"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.4","23.0","25.8","5759","Overall","Age 20 and Older","All Races","12th Grade"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.7","7.9","9.5","7307","Overall","65 Years and Older","All Races","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","29.9","26.9","32.9","1345","Overall","Age 20 and Older","All Races","< 12th Grade"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.7","18.7","20.7","8444","Overall","45 to 64 Years","All Races","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.1","20.7","23.5","4995","Overall","25 to 44 Years","All Races","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.4","13.2","17.6","1309","Overall","18 to 24 Years","All Races","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.3","18.3","20.3","9716","Male","All Ages","All Races","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.6","16.1","19.1","3258","Female","18 to 44 Years","All Races","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.1","15.2","17.0","12339","Female","All Ages","All Races","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.5","16.6","18.4","11265","Overall","All Ages","White","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.1","17.3","18.9","13163","Overall","All Ages","All Races","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","10.6","4.7","16.5","152","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.2","11.3","17.1","719","Overall","All Ages","Hispanic","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","35.1","25.6","44.6","139","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.5","20.7","30.3","493","Overall","All Ages","African American","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.0","22.2","25.8","3392","Overall","Age 25 and Older","All Races","12th Grade"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.6","12.7","14.5","8196","Overall","Age 25 and Older","All Races","> 12th Grade"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","30.4","26.4","34.4","724","Overall","Age 25 and Older","All Races","< 12th Grade"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.4","12.5","14.3","8579","Overall","Age 20 and Older","All Races","> 12th Grade"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.9","23.2","26.6","3563","Overall","Age 20 and Older","All Races","12th Grade"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","31.8","27.8","35.8","755","Overall","Age 20 and Older","All Races","< 12th Grade"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","9.9","8.8","11.0","4244","Overall","65 Years and Older","All Races","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.1","17.8","20.4","5149","Overall","45 to 64 Years","All Races","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.9","20.1","23.7","2940","Overall","25 to 44 Years","All Races","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.0","15.2","20.8","830","Overall","18 to 24 Years","All Races","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.5","18.2","20.8","5619","Male","All Ages","All Races","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.2","17.2","21.2","1984","Female","18 to 44 Years","All Races","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.7","15.6","17.8","7544","Female","All Ages","All Races","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.2","16.8","21.6","1347","Overall","18 to 24 Years","All Races","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.3","18.6","20.0","19773","Overall","All Ages","White","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.0","19.3","20.7","22891","Overall","All Ages","All Races","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.3","8.1","20.5","245","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.2","14.7","19.7","1142","Overall","All Ages","Hispanic","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.3","14.5","16.1","14209","Overall","Age 25 and Older","All Races","> 12th Grade"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","30.7","26.4","35.0","913","Overall","All Ages","African American","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","41.3","33.0","49.6","210","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.9","24.5","27.3","5877","Overall","Age 25 and Older","All Races","12th Grade"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","33.5","30.5","36.5","1425","Overall","Age 25 and Older","All Races","< 12th Grade"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.2","14.4","16.0","14875","Overall","Age 20 and Older","All Races","> 12th Grade"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","34.6","31.6","37.6","1488","Overall","Age 20 and Older","All Races","< 12th Grade"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","26.5","25.1","27.9","6151","Overall","Age 20 and Older","All Races","12th Grade"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.4","24.0","26.8","5160","Overall","25 to 44 Years","All Races","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.2","20.1","22.3","8886","Overall","45 to 64 Years","All Races","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","9.1","8.3","9.9","7498","Overall","65 Years and Older","All Races","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.3","21.2","23.4","9464","Male","All Ages","All Races","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.1","19.5","22.7","3498","Female","18 to 44 Years","All Races","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.8","16.9","18.7","13427","Female","All Ages","All Races","All Grades"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.7","18.6","20.8","10277","Overall","All Ages","White","All Grades"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.4","18.4","20.4","11709","Overall","All Ages","All Races","All Grades"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","11.1","3.9","18.3","129","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","10.7","7.4","14.0","439","Overall","All Ages","Hispanic","All Grades"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","40.2","26.5","53.9","93","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.8","21.8","25.8","2984","Overall","Age 25 and Older","All Races","12th Grade"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.7","13.6","15.8","7398","Overall","Age 25 and Older","All Races","> 12th Grade"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.4","16.7","28.1","535","Overall","All Ages","African American","All Grades"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","31.1","26.4","35.8","670","Overall","Age 25 and Older","All Races","< 12th Grade"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.9","13.8","16.0","7682","Overall","Age 20 and Older","All Races","> 12th Grade"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.3","23.2","27.4","3119","Overall","Age 20 and Older","All Races","12th Grade"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","32.8","28.1","37.5","695","Overall","Age 20 and Older","All Races","< 12th Grade"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.7","18.3","21.1","4591","Overall","45 to 64 Years","All Races","All Grades"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.8","7.7","9.9","3927","Overall","65 Years and Older","All Races","All Grades"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.6","18.8","26.4","578","Overall","18 to 24 Years","All Races","All Grades"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.8","21.7","25.9","2548","Overall","25 to 44 Years","All Races","All Grades"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.1","19.5","22.7","4616","Male","All Ages","All Races","All Grades"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.5","19.2","23.8","1766","Female","18 to 44 Years","All Races","All Grades"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.7","16.5","18.9","7093","Female","All Ages","All Races","All Grades"
"2011","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","47.7","37.2","58.2","154","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2011","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.0","12.6","27.4","195","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2011","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.6","19.1","26.1","926","Overall","All Ages","Hispanic","All Grades"
"2011","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.1","20.3","21.9","18108","Overall","All Ages","White","All Grades"
"2011","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.0","21.2","22.8","20616","Overall","All Ages","All Races","All Grades"
"2011","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","28.2","23.5","32.9","774","Overall","All Ages","African American","All Grades"
"2011","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.5","14.7","16.3","12762","Overall","Age 25 and Older","All Races","> 12th Grade"
"2011","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","27.8","26.2","29.4","5493","Overall","Age 25 and Older","All Races","12th Grade"
"2011","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","39.7","36.2","43.2","1286","Overall","Age 25 and Older","All Races","< 12th Grade"
"2011","Kansas","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.9","15.1","16.7","13245","Overall","Age 20 and Older","All Races","> 12th Grade"
